time,symbol,signal,action,price,equity,lots,sl_pips,tp_pips,order_result
2025-12-01 01:01:48.230579,USDJPYm,-1,SELL,155.815,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:02:18.253575,USDJPYm,-1,SELL,155.821,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:02:48.271610,USDJPYm,-1,SELL,155.809,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:03:18.290641,USDJPYm,-1,SELL,155.821,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:03:48.308225,USDJPYm,-1,SELL,155.844,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:04:18.329607,USDJPYm,-1,SELL,155.831,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:04:48.348979,USDJPYm,-1,SELL,155.812,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:05:18.368273,USDJPYm,-1,SELL,155.768,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:05:48.391198,USDJPYm,-1,SELL,155.902,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:06:18.410363,USDJPYm,-1,SELL,155.911,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:06:48.429556,USDJPYm,-1,SELL,155.779,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:07:18.450496,USDJPYm,-1,SELL,155.741,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:07:48.473361,USDJPYm,-1,SELL,155.735,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:08:18.491946,USDJPYm,1,BUY,155.647,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:08:48.512705,USDJPYm,1,BUY,155.6,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:09:18.535189,USDJPYm,1,BUY,155.579,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:09:48.559056,USDJPYm,1,BUY,155.533,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:10:18.578409,USDJPYm,1,BUY,155.512,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:10:48.595698,USDJPYm,-1,SELL,155.545,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:11:18.612503,USDJPYm,-1,SELL,155.6,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:11:48.635464,USDJPYm,-1,SELL,155.635,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:12:18.664552,USDJPYm,-1,SELL,155.62,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:12:48.690723,USDJPYm,-1,SELL,155.556,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:13:18.715898,USDJPYm,1,BUY,155.527,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:13:48.732295,USDJPYm,-1,SELL,155.568,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:14:18.749369,USDJPYm,-1,SELL,155.616,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:14:48.765900,USDJPYm,-1,SELL,155.614,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:15:18.783386,USDJPYm,-1,SELL,155.667,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:15:48.800850,USDJPYm,-1,SELL,155.578,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:16:18.817477,USDJPYm,-1,SELL,155.6,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:16:48.834793,USDJPYm,-1,SELL,155.649,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:17:18.854869,USDJPYm,-1,SELL,155.639,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:17:48.873738,USDJPYm,-1,SELL,155.6,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:18:18.888488,USDJPYm,-1,SELL,155.648,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:18:48.904206,USDJPYm,-1,SELL,155.634,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:19:18.924502,USDJPYm,-1,SELL,155.629,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:19:48.944792,USDJPYm,-1,SELL,155.624,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:20:18.963687,USDJPYm,-1,SELL,155.605,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:20:48.982489,USDJPYm,-1,SELL,155.625,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 01:21:19.002593,USDJPYm,-1,SELL,155.604,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:46:33.085405,USDJPYm,-1,SELL,155.774,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:47:03.125249,USDJPYm,-1,SELL,155.286,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:47:33.144360,USDJPYm,-1,SELL,155.287,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:48:03.167488,USDJPYm,-1,SELL,155.299,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:48:33.189555,USDJPYm,-1,SELL,155.288,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:49:03.208909,USDJPYm,-1,SELL,155.267,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:49:33.230600,USDJPYm,-1,SELL,155.24,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:50:03.255643,USDJPYm,-1,SELL,155.247,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:50:33.274356,USDJPYm,-1,SELL,155.22,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:51:03.293016,USDJPYm,-1,SELL,155.207,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:51:33.323472,USDJPYm,-1,SELL,155.218,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:52:03.340473,USDJPYm,-1,SELL,155.209,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:52:33.355696,USDJPYm,-1,SELL,155.216,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:53:03.371755,USDJPYm,-1,SELL,155.224,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:53:33.387298,USDJPYm,-1,SELL,155.217,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:54:16.200352,USDJPYm,-1,SELL,155.218,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:54:46.242197,USDJPYm,-1,SELL,155.204,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:55:16.267752,USDJPYm,-1,SELL,155.226,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:55:46.296221,USDJPYm,-1,SELL,155.237,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:56:16.318906,USDJPYm,-1,SELL,155.24,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:56:46.337160,USDJPYm,-1,SELL,155.24,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:57:16.360503,USDJPYm,-1,SELL,155.242,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:57:46.382725,USDJPYm,-1,SELL,155.239,9999.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:58:05.151494,USDJPYm,-1,SELL,155.24,9999.15,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575094396, order=2014029404, volume=0.01, price=155.24, bid=155.24, ask=155.25, comment='Phase4_Bot', request_id=3468251314, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.24, stoplimit=0.0, sl=155.44, tp=154.84, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 10:58:16.406227,USDJPYm,-1,SELL,155.242,9999.06,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:58:35.384839,USDJPYm,-1,SELL,155.25,9999.02,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575095976, order=2014031237, volume=0.01, price=155.25, bid=155.25, ask=155.26, comment='Phase4_Bot', request_id=3468251315, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.25, stoplimit=0.0, sl=155.45, tp=154.85, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 10:58:46.426862,USDJPYm,-1,SELL,155.26,9998.83,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:59:05.629557,USDJPYm,-1,SELL,155.264,9998.78,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575097245, order=2014032632, volume=0.01, price=155.264, bid=155.264, ask=155.274, comment='Phase4_Bot', request_id=3468251316, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.264, stoplimit=0.0, sl=155.464, tp=154.864, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 10:59:16.443210,USDJPYm,-1,SELL,155.242,9999.14,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 10:59:35.840077,USDJPYm,-1,SELL,155.252,9998.94,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575098466, order=2014034090, volume=0.01, price=155.252, bid=155.252, ask=155.262, comment='Phase4_Bot', request_id=3468251317, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.252, stoplimit=0.0, sl=155.452, tp=154.852, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 10:59:46.459642,USDJPYm,-1,SELL,155.26,9998.67,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:00:06.078105,USDJPYm,-1,SELL,155.242,9999.14,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575101132, order=2014036888, volume=0.01, price=155.242, bid=155.242, ask=155.25199999999998, comment='Phase4_Bot', request_id=3468251318, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.242, stoplimit=0.0, sl=155.44199999999998, tp=154.84199999999998, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:00:16.478164,USDJPYm,-1,SELL,155.24,9999.14,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:00:36.331392,USDJPYm,-1,SELL,155.252,9998.75,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575104318, order=2014040370, volume=0.01, price=155.252, bid=155.252, ask=155.262, comment='Phase4_Bot', request_id=3468251319, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.252, stoplimit=0.0, sl=155.452, tp=154.852, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:00:46.495602,USDJPYm,-1,SELL,155.254,9998.61,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:01:06.656662,USDJPYm,-1,SELL,155.251,9998.72,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575105957, order=2014042290, volume=0.01, price=155.251, bid=155.251, ask=155.261, comment='Phase4_Bot', request_id=3468251320, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.251, stoplimit=0.0, sl=155.451, tp=154.851, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:01:16.511047,USDJPYm,-1,SELL,155.258,9998.34,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:01:36.876648,USDJPYm,-1,SELL,155.252,9998.62,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575107762, order=2014044328, volume=0.01, price=155.252, bid=155.252, ask=155.262, comment='Phase4_Bot', request_id=3468251321, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.252, stoplimit=0.0, sl=155.452, tp=154.852, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:01:46.528138,USDJPYm,-1,SELL,155.257,9998.29,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:02:07.084855,USDJPYm,-1,SELL,155.256,9998.35,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575108895, order=2014045720, volume=0.01, price=155.256, bid=155.256, ask=155.266, comment='Phase4_Bot', request_id=3468251322, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.256, stoplimit=0.0, sl=155.456, tp=154.856, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:02:16.545292,USDJPYm,-1,SELL,155.264,9997.82,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:02:37.341174,USDJPYm,-1,SELL,155.253,9998.45,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575110546, order=2014047528, volume=0.01, price=155.25300000000001, bid=155.25300000000001, ask=155.263, comment='Phase4_Bot', request_id=3468251323, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.253, stoplimit=0.0, sl=155.45299999999997, tp=154.85299999999998, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:02:46.562108,USDJPYm,-1,SELL,155.265,9997.62,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:03:07.567359,USDJPYm,-1,SELL,155.261,9997.86,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575111973, order=2014049221, volume=0.01, price=155.261, bid=155.261, ask=155.271, comment='Phase4_Bot', request_id=3468251324, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.261, stoplimit=0.0, sl=155.46099999999998, tp=154.861, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:03:16.581676,USDJPYm,-1,SELL,155.263,9997.65,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:03:37.799952,USDJPYm,-1,SELL,155.263,9997.65,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575114233, order=2014051671, volume=0.01, price=155.263, bid=155.263, ask=155.273, comment='Phase4_Bot', request_id=3468251325, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.263, stoplimit=0.0, sl=155.463, tp=154.863, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:03:46.597274,USDJPYm,-1,SELL,155.273,9996.84,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:04:08.051916,USDJPYm,-1,SELL,155.261,9997.75,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575116267, order=2014053890, volume=0.01, price=155.261, bid=155.261, ask=155.271, comment='Phase4_Bot', request_id=3468251326, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.261, stoplimit=0.0, sl=155.46099999999998, tp=154.861, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:04:16.612619,USDJPYm,-1,SELL,155.261,9997.69,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:04:38.330325,USDJPYm,-1,SELL,155.259,9997.87,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575118778, order=2014056621, volume=0.01, price=155.25900000000001, bid=155.25900000000001, ask=155.269, comment='Phase4_Bot', request_id=3468251327, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.259, stoplimit=0.0, sl=155.45899999999997, tp=154.85899999999998, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:04:46.628724,USDJPYm,-1,SELL,155.255,9998.15,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:05:08.577791,USDJPYm,-1,SELL,155.263,9997.42,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575120302, order=2014058304, volume=0.01, price=155.263, bid=155.263, ask=155.273, comment='Phase4_Bot', request_id=3468251328, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.263, stoplimit=0.0, sl=155.463, tp=154.863, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:05:16.648924,USDJPYm,-1,SELL,155.265,9997.18,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:05:38.792355,USDJPYm,-1,SELL,155.266,9997.09,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575121996, order=2014060129, volume=0.01, price=155.266, bid=155.266, ask=155.27599999999998, comment='Phase4_Bot', request_id=3468251329, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.266, stoplimit=0.0, sl=155.46599999999998, tp=154.86599999999999, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:05:46.669811,USDJPYm,-1,SELL,155.263,9997.31,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:06:09.049450,USDJPYm,-1,SELL,155.263,9997.31,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575123466, order=2014061702, volume=0.01, price=155.263, bid=155.263, ask=155.273, comment='Phase4_Bot', request_id=3468251330, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.263, stoplimit=0.0, sl=155.463, tp=154.863, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:06:16.686903,USDJPYm,-1,SELL,155.262,9997.37,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:06:39.275393,USDJPYm,-1,SELL,155.255,9998.14,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575125117, order=2014063619, volume=0.01, price=155.255, bid=155.255, ask=155.265, comment='Phase4_Bot', request_id=3468251331, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.255, stoplimit=0.0, sl=155.45499999999998, tp=154.855, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:06:46.705268,USDJPYm,-1,SELL,155.258,9997.72,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:07:09.515473,USDJPYm,-1,SELL,155.251,9998.53,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575129062, order=2014067622, volume=0.01, price=155.251, bid=155.251, ask=155.261, comment='Phase4_Bot', request_id=3468251332, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.251, stoplimit=0.0, sl=155.451, tp=154.851, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:07:16.721455,USDJPYm,-1,SELL,155.25,9998.6,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:07:39.738939,USDJPYm,-1,SELL,155.25,9998.6,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575131090, order=2014069878, volume=0.01, price=155.25, bid=155.25, ask=155.26, comment='Phase4_Bot', request_id=3468251333, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.25, stoplimit=0.0, sl=155.45, tp=154.85, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:08:43.085816,USDJPYm,-1,SELL,155.25,9998.78,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:08:43.085816,USDJPYm,-1,SELL,155.25,9998.78,0.01,20,40,"OrderSendResult(retcode=10031, deal=0, order=0, volume=0.0, price=0.0, bid=0.0, ask=0.0, comment='Request rejected due to absence of network connection', request_id=3468251334, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.248, stoplimit=0.0, sl=155.44799999999998, tp=154.84799999999998, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:09:13.122274,USDJPYm,-1,SELL,155.27,9995.97,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:09:32.386279,USDJPYm,-1,SELL,155.286,9993.89,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575143135, order=2014082192, volume=0.01, price=155.286, bid=155.286, ask=155.296, comment='Phase4_Bot', request_id=3468251335, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.286, stoplimit=0.0, sl=155.486, tp=154.886, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:09:43.144805,USDJPYm,-1,SELL,155.277,9995.03,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:10:02.661303,USDJPYm,-1,SELL,155.285,9993.95,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575144773, order=2014084038, volume=0.01, price=155.285, bid=155.285, ask=155.295, comment='Phase4_Bot', request_id=3468251336, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.285, stoplimit=0.0, sl=155.48499999999999, tp=154.885, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:10:13.164232,USDJPYm,-1,SELL,155.286,9993.76,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:10:32.973095,USDJPYm,-1,SELL,155.287,9993.63,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575147148, order=2014086706, volume=0.01, price=155.287, bid=155.287, ask=155.297, comment='Phase4_Bot', request_id=3468251337, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.287, stoplimit=0.0, sl=155.487, tp=154.887, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:10:43.186863,USDJPYm,-1,SELL,155.285,9993.84,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:11:03.189233,USDJPYm,-1,SELL,155.287,9993.57,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575148796, order=2014088552, volume=0.01, price=155.287, bid=155.287, ask=155.297, comment='Phase4_Bot', request_id=3468251338, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.287, stoplimit=0.0, sl=155.487, tp=154.887, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:11:13.204027,USDJPYm,-1,SELL,155.287,9993.51,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:11:33.422375,USDJPYm,-1,SELL,155.29,9993.03,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575150783, order=2014090688, volume=0.01, price=155.29, bid=155.29, ask=155.29999999999998, comment='Phase4_Bot', request_id=3468251339, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.29, stoplimit=0.0, sl=155.48999999999998, tp=154.89, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:11:43.224189,USDJPYm,-1,SELL,155.285,9993.76,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
2025-12-01 11:12:03.626876,USDJPYm,-1,SELL,155.273,9995.72,0.01,20,40,"OrderSendResult(retcode=10009, deal=1575152629, order=2014092740, volume=0.01, price=155.27700000000002, bid=155.27700000000002, ask=155.287, comment='Phase4_Bot', request_id=3468251340, retcode_external=0, request=TradeRequest(action=1, magic=234000, order=0, symbol='USDJPYm', volume=0.01, price=155.273, stoplimit=0.0, sl=155.47299999999998, tp=154.873, deviation=20, type=1, type_filling=0, type_time=0, expiration=0, comment='Phase4_Bot', position=0, position_by=0))"
2025-12-01 11:12:13.238724,USDJPYm,-1,SELL,155.287,9993.33,0.01,20,40,"{'retcode': 0, 'comment': 'DRY_RUN'}"
